key prob_value origin
0.0 0 NaN
0.1 -4.55784264617626 0
0.2 -9.11568529235252 0
0.3 -13.6735279385288 0
0.4 -18.231370584705 0
0.5 -22.7892132308813 0
0.6 -27.3504838237037 0
0.7 -31.914333110081 0
0.8 -36.4801926544198 0
0.9 -41.0476633198251 0
0.10 -45.6164541086257 0
0.11 -50.1863463330687 0
0.12 -54.7571714900118 0
0.13 -59.3287969967067 0
0.14 -63.901116658373 0
0.15 -68.4740441011594 0
0.16 -73.047508128343 0
0.17 -77.6214493612685 0
0.18 -82.1958177608685 0
0.19 -86.7076173002931 0
0.20 -91.1679282865252 0
0.21 -95.5781155066259 0
0.22 -99.9446331343032 0
0.23 -104.300382597302 0
0.24 -108.625190065382 0
0.25 -112.921139318003 0
0.26 -117.189291382444 0
0.27 -121.43230583106 0
0.28 -125.652471046682 0
0.29 -129.851771302322 0
0.30 -134.010848401257 0
0.31 -138.131257878875 0
0.32 -142.214439423486 0
0.33 -146.261729354464 0
0.34 -150.274371370269 0
0.35 -154.253525856189 0
0.36 -158.233827483272 0
0.37 -162.225386476649 0
0.38 -166.223050097451 0
0.39 -170.206645360198 0
0.40 -174.161205358145 0
0.41 -178.087549404842 0
0.42 -181.981325294549 0
0.43 -185.878767336701 0
0.44 -189.728637413531 0
0.45 -193.533096217477 0
0.46 -197.291188561595 0
0.47 -200.997683429978 0
0.48 -204.657149324384 0
0.49 -208.317009381443 0
0.50 -211.979850729114 0
0.51 -215.649344388549 0
0.52 -219.325534909524 0
0.53 -222.997086471012 0
0.54 -226.673088886568 0
0.55 -230.354056883369 0
0.56 -234.040919573237 0
0.57 -237.733577968867 0
0.58 -241.452366877302 0
0.59 -245.197986998356 0
0.60 -248.982144071453 0
0.61 -252.806374674119 0
0.62 -256.672351977228 0
0.63 -260.58182532651 0
0.64 -264.540337613194 0
0.65 -268.541687622861 0
0.66 -272.552256028684 0
0.67 -276.564992085048 0
0.68 -280.588989965771 0
0.69 -284.642316890577 0
0.70 -288.744182155669 0
0.71 -292.896811658354 0
0.72 -297.105226628723 0
0.73 -301.319286305814 0
0.74 -305.620570556311 0
0.75 -310.024508773337 0
0.76 -314.549526228515 0
0.77 -319.231713678734 0
0.78 -324.093553472246 0
0.79 -329.060381646019 0
0.80 -334.131056594605 0
0.81 -339.309704128963 0
0.82 -344.609427975775 0
0.83 -350.046933427487 0
0.84 -355.644284260122 0
0.85 -361.432173088069 0
0.86 -367.455656651002 0
0.87 -373.789805098104 0
0.88 -380.181844708281 0
0.89 -386.635516106185 0
0.90 -393.09952256376 0
0.91 -399.575800374483 0
0.92 -406.069735979216 0
0.93 -407.919144494867 41
0.94 -409.069706381978 41
0.95 -410.423196924659 41
0.96 -411.748366884643 41
0.97 -412.929176664785 41
0.98 -414.02661823641 41
0.99 -415.377799555205 41
0.100 -416.821933870489 41
0.101 -418.313123550547 42
0.102 -419.858393368562 42
0.103 -421.384631966418 42
0.104 -422.835646897957 42
0.105 -424.25394115395 42
0.106 -425.637313063961 42
0.107 -427.093400390067 42
0.108 -428.566059547699 42
0.109 -430.051921596904 42
0.110 -431.577049321979 42
0.111 -433.142482522932 42
0.112 -434.748824188449 42
0.113 -436.397422747898 42
0.114 -438.090822817296 42
0.115 -439.830958946133 42
0.116 -441.621658354503 42
0.117 -443.465583165072 42
0.118 -445.372593631866 42
0.119 -447.335142845456 42
0.120 -449.355922860603 42
0.121 -451.436790019587 42
0.122 -453.576746315213 42
0.123 -455.768438642276 42
0.124 -458.027360926154 42
0.125 -460.258064758711 42
0.126 -462.515316323587 42
0.127 -464.854309672132 42
0.128 -467.352615167394 42
0.129 -469.653442102663 42
0.130 -471.788403009106 42
0.131 -473.866495199038 42
0.132 -475.930214165497 42
0.133 -478.043903645123 42
0.134 -480.295354499198 42
0.135 -482.606240461672 42
0.136 -484.858854734737 42
0.137 -487.027892406179 42
0.138 -489.245934825251 42
0.139 -491.516881784947 42
0.140 -493.780117048769 42
0.141 -496.040861721099 42
0.142 -498.299502151727 42
0.143 -500.554523085926 42
0.144 -502.804293464658 42
0.145 -505.095134922364 42
0.146 -507.375040081479 42
0.147 -509.641420940556 42
0.148 -511.898568792506 42
0.149 -514.147688804272 42
0.150 -516.389225387418 42
0.151 -518.622859329495 42
0.152 -520.848680539809 42
0.153 -523.065022272649 42
0.154 -525.28696995088 42
0.155 -527.517206595359 42
0.156 -529.692957980536 42
0.157 -531.916509508459 42
0.158 -534.189465940052 42
0.159 -536.513579121794 42
0.160 -538.892865761471 42
0.161 -541.322144121478 42
0.162 -543.776839344084 42
0.163 -546.212279180313 42
0.164 -548.627139801206 42
0.165 -551.022378771827 42
0.166 -553.441474057829 42
0.167 -555.866315385413 42
0.168 -558.22484230241 42
0.169 -560.521214531305 42
0.170 -562.72901978485 42
0.171 -564.94122509673 42
0.172 -567.156223197286 42
0.173 -569.402370658411 42
0.174 -571.604733318987 42
0.175 -573.708997967371 42
0.176 -575.775111769377 42
0.177 -577.834915577827 42
0.178 -579.81585464465 42
0.179 -581.723690156753 42
0.180 -583.563229967254 42
0.181 -585.34955453747 42
0.182 -587.0553562354 42
0.183 -588.686063315186 42
0.184 -590.246579725672 42
0.185 -591.740111665845 42
0.186 -593.214276091838 42
0.187 -594.610879219195 42
0.188 -595.934283778906 42
0.189 -597.189960245532 42
0.190 -598.38211834291 42
0.191 -599.515944255359 42
0.192 -600.587327767982 42
0.193 -601.645615381243 42
0.194 -602.693558408016 42
0.195 -603.707064449935 42
0.196 -604.708892694079 42
0.197 -605.642651032579 42
0.198 -606.566466393844 42
0.199 -607.480681793448 42
0.200 -608.475763788847 42
0.201 -609.446246960799 42
0.202 -610.398963893375 42
0.203 -611.22934241017 42
0.204 -612.04787515246 42
0.205 -612.96086582935 42
0.206 -613.890196053776 42
0.207 -614.725578699393 42
0.208 -615.56132320389 42
0.209 -616.399124887432 42
0.210 -617.239836916063 42
0.211 -618.020885045034 42
0.212 -618.807720652151 42
0.213 -619.600556640091 42
0.214 -620.39978594202 42
0.215 -621.206046122822 42
0.216 -621.742476364 42
0.217 -622.229464340027 42
0.218 -622.760413093486 42
0.219 -623.420068048074 42
0.220 -624.245153893836 42
0.221 -625.150202724287 42
0.222 -626.091511044646 42
0.223 -627.03767937761 42
0.224 -627.98705385069 42
0.225 -629.002767382601 42
0.226 -629.974063829454 42
0.227 -630.973420188875 42
0.228 -631.985555613051 42
0.229 -633.010613175938 42
0.230 -634.025513906501 42
0.231 -635.059539809729 42
0.232 -636.112898962538 42
0.233 -637.203693633126 42
0.234 -638.308965200246 42
0.235 -639.39774367437 42
0.236 -640.486270862096 42
0.237 -641.5556974205 42
0.238 -642.677977034788 42
0.239 -643.860289061628 42
0.240 -645.104337941569 42
0.241 -646.414728947826 42
0.242 -647.793994272628 42
0.243 -649.244397192026 42
0.244 -650.764968644303 42
0.245 -652.359682454142 42
0.246 -654.048464321001 42
0.247 -655.809617513472 42
0.248 -657.65111944815 42
0.249 -659.470544943485 42
0.250 -661.269369170799 42
0.251 -663.100677969927 42
0.252 -664.972454123348 42
0.253 -666.906459442043 42
0.254 -668.909670252675 42
0.255 -670.970435122063 42
0.256 -673.145296288169 42
0.257 -675.40841328351 42
0.258 -677.766382487534 42
0.259 -680.208237702803 42
0.260 -682.742829228738 42
0.261 -685.37819285615 42
0.262 -688.125561605907 42
0.263 -691.001888027994 42
0.264 -694.028433068201 42
0.265 -697.238369638487 42
0.266 -700.616452597833 42
0.267 -704.043755748034 0
0.268 -707.490389677036 0
0.269 -710.95832656943 0
0.270 -714.448352157957 0
0.271 -717.96064396087 0
0.272 -721.493080828472 0
0.273 -725.03989550084 0
0.274 -728.601297718518 0
0.275 -732.196765247725 0
0.276 -735.83550609891 0
0.277 -739.496623008499 0
0.278 -743.151525884747 0
0.279 -746.470490753227 42
0.280 -749.796500744891 42
0.281 -753.132767150245 42
0.282 -756.479864081582 42
0.283 -759.837912472809 42
0.284 -763.204380266836 42
0.285 -766.580013388 42
0.286 -769.964945857011 42
0.287 -773.359226814516 42
0.288 -776.762958928962 42
0.289 -780.176234173277 42
0.290 -783.597256948354 42
0.291 -787.026710433437 42
0.292 -790.464519156413 42
0.293 -793.907544638602 42
0.294 -797.356915543753 42
0.295 -800.808924427297 42
0.296 -804.256834760846 42
0.297 -807.703439552943 42
0.298 -811.148374301828 42
0.299 -814.590331489555 42
0.300 -818.029362601094 42
0.301 -821.465636320018 42
0.302 -824.898818470253 42
0.303 -828.333570297716 42
0.304 -831.76832212518 42
0.305 -835.178134982965 42
0.306 -838.773162935189 42
0.307 -842.579825424959 0
0.308 -846.38648791473 0
1.0 0 NaN
1.1 -4.64289180523097 1
1.2 -9.28578361046193 1
1.3 -13.9286754156929 1
1.4 -18.5715672209239 1
1.5 -23.2144590261548 1
1.6 -27.8607787780319 1
1.7 -32.509677223464 1
1.8 -37.1605859268575 1
1.9 -41.8131057513174 1
1.10 -46.4669456991727 1
1.11 -51.1218870826705 1
1.12 -55.7777613986683 1
1.13 -60.4344360644179 1
1.14 -65.0918048851389 1
1.15 -69.74978148698 1
1.16 -74.4082946732184 1
1.17 -79.0672850651985 1
1.18 -83.7267026238532 1
1.19 -88.3871768343393 1
1.20 -93.0495372504081 1
1.21 -97.7108397849305 1
1.22 -102.371177404006 1
1.23 -106.625678156008 1
1.24 -110.830718159505 1
1.25 -114.99079993519 1
1.26 -119.131176200176 1
1.27 -123.253595788475 1
1.28 -127.359582069072 1
1.29 -131.450470481877 1
1.30 -135.503552636989 1
1.31 -139.520205931375 1
1.32 -143.501710914596 1
1.33 -147.449261157141 1
1.34 -151.363971821973 1
1.35 -155.246887145527 1
1.36 -159.129493090059 1
1.37 -163.020940036173 1
1.38 -166.916539554941 1
1.39 -170.798077339548 1
1.40 -174.65204724481 1
1.41 -178.479188913889 1
1.42 -182.275553727528 1
1.43 -186.074001763836 1
1.44 -189.828078075414 1
1.45 -193.53966814622 1
1.46 -197.207827804106 1
1.47 -200.827685749224 1
1.48 -204.403340698019 1
1.49 -207.962401383236 1
1.50 -211.507768245651 1
1.51 -215.041808309806 1
1.52 -218.564648436474 1
1.53 -222.211949212207 1
1.54 -225.875594006688 1
1.55 -229.556562003489 1
1.56 -233.243424693357 1
1.57 -236.936083088987 1
1.58 -240.654871997422 1
1.59 -244.400492118475 1
1.60 -248.184649191573 1
1.61 -252.008879794239 1
1.62 -255.874857097347 1
1.63 -259.78433044663 1
1.64 -263.742842733314 1
1.65 -267.744192742981 1
1.66 -271.754761148804 1
1.67 -275.767497205167 1
1.68 -279.791495085891 1
1.69 -283.844822010697 1
1.70 -287.946687275789 1
1.71 -292.099316778474 1
1.72 -296.307731748842 1
1.73 -300.521791425933 1
1.74 -304.823075676431 1
1.75 -309.227013893457 1
1.76 -313.752031348635 1
1.77 -318.434218798854 1
1.78 -323.296058592366 1
1.79 -328.262886766138 1
1.80 -333.333561714725 1
1.81 -338.512209249082 1
1.82 -343.811933095895 1
1.83 -349.249438547607 1
1.84 -354.846789380242 1
1.85 -360.634678208188 1
1.86 -366.658161771122 1
1.87 -372.992310218224 1
1.88 -379.384349828401 1
1.89 -385.838021226305 1
1.90 -392.30202768388 1
1.91 -398.778305494603 1
1.92 -405.272241099335 1
1.93 -407.919144494867 41
1.94 -409.069706381978 41
1.95 -410.423196924659 41
1.96 -411.748366884643 41
1.97 -412.929176664785 41
1.98 -414.02661823641 41
1.99 -415.377799555205 41
1.100 -416.78732078076 41
1.101 -418.263962865514 42
1.102 -419.800109573953 42
1.103 -421.317639459767 42
1.104 -422.719394384132 42
1.105 -424.096695977051 42
1.106 -425.424124209206 42
1.107 -426.869993585446 42
1.108 -428.332733571118 42
1.109 -429.80512654253 42
1.110 -431.317261420957 42
1.111 -432.870151315842 42
1.112 -434.463959056985 42
1.113 -436.100524105419 42
1.114 -437.782867212425 42
1.115 -439.512340803388 42
1.116 -441.292856722311 42
1.117 -443.126942575142 42
1.118 -445.021366785415 42
1.119 -446.971542875008 42
1.120 -448.980246158167 42
1.121 -451.049454793558 42
1.122 -453.178445734811 42
1.123 -455.360846741762 42
1.124 -457.587041853023 42
1.125 -459.788516010459 42
1.126 -462.013883359894 42
1.127 -464.281154953799 42
1.128 -466.60881384104 42
1.129 -468.802950512116 42
1.130 -470.946501282214 42
1.131 -473.035229845168 42
1.132 -475.109482160865 42
1.133 -477.233603520598 42
1.134 -479.499180244317 42
1.135 -481.82614841899 42
1.136 -484.192077769696 42
1.137 -486.444981300105 42
1.138 -488.732217778487 42
1.139 -491.064735156584 42
1.140 -493.384168512378 42
1.141 -495.693870907247 42
1.142 -497.995779095527 42
1.143 -500.289102195776 42
1.144 -502.572376003576 42
1.145 -504.845561370771 42
1.146 -507.108694031094 42
1.147 -509.357220686526 42
1.148 -511.600413170318 42
1.149 -513.83693621779 42
1.150 -516.066725984292 42
1.151 -518.288870508327 42
1.152 -520.50370545482 42
1.153 -522.708426243647 42
1.154 -524.919367602878 42
1.155 -527.140644979347 42
1.156 -529.271845630627 42
1.157 -531.458600250978 42
1.158 -533.700856901755 42
1.159 -535.998765137149 42
1.160 -538.352990863312 42
1.161 -540.759989659691 42
1.162 -543.196654281378 42
1.163 -545.615762109241 42
1.164 -548.015427559899 42
1.165 -550.397094317428 42
1.166 -552.790452681098 42
1.167 -555.192169154109 42
1.168 -557.527411677743 42
1.169 -559.800331938221 42
1.170 -561.979358722029 42
1.171 -564.164420693371 42
1.172 -566.353683477856 42
1.173 -568.575978589603 42
1.174 -570.75424172844 42
1.175 -572.89074098404 42
1.176 -574.987695463907 42
1.177 -577.061549227533 42
1.178 -579.056297266564 42
1.179 -580.977915107386 42
1.180 -582.831159191849 42
1.181 -584.625961518925 42
1.182 -586.340421755664 42
1.183 -587.979952075184 42
1.184 -589.549447367598 42
1.185 -591.051949474829 42
1.186 -592.535143799875 42
1.187 -593.941434548496 42
1.188 -595.275456038084 42
1.189 -596.543068282246 42
1.190 -597.749098986081 42
1.191 -598.898919022774 42
1.192 -599.987730735686 42
1.193 -601.066046529095 42
1.194 -602.137897459961 42
1.195 -603.187897364672 42
1.196 -604.217001646348 42
1.197 -605.181641228849 42
1.198 -606.138570035546 42
1.199 -607.087236259297 42
1.200 -608.146974721661 42
1.201 -609.197706621786 42
1.202 -610.258693645291 42
1.203 -611.155821255916 42
1.204 -612.04787515246 42
1.205 -612.96086582935 42
1.206 -613.890196053776 42
1.207 -614.725578699393 42
1.208 -615.56132320389 42
1.209 -616.399124887432 42
1.210 -617.239836916063 42
1.211 -618.037795486808 42
1.212 -618.843222855208 42
1.213 -619.656543624597 42
1.214 -620.478388064271 42
1.215 -621.30990775499 42
1.216 -622.009970168552 42
1.217 -622.691336199319 42
1.218 -623.389372014555 42
1.219 -624.15633787396 42
1.220 -625.029144457767 42
1.221 -625.961420199952 42
1.222 -626.934058149952 42
1.223 -627.908935253974 42
1.224 -628.915452808089 42
1.225 -629.974682396602 42
1.226 -630.989355010321 42
1.227 -632.067243728988 42
1.228 -633.162531817245 42
1.229 -634.278814362154 42
1.230 -635.329449039591 42
1.231 -636.399034415269 42
1.232 -637.487929060451 42
1.233 -638.674580764625 42
1.234 -639.885793370424 42
1.235 -641.060346215402 42
1.236 -642.231560178505 42
1.237 -643.427475564128 42
1.238 -644.672063150029 42
1.239 -645.967370785215 42
1.240 -647.31567862968 42
1.241 -648.710600613673 42
1.242 -650.163932939469 42
1.243 -651.67978863972 42
1.244 -653.262298615768 42
1.245 -654.915843738627 42
1.246 -656.728684224485 42
1.247 -658.682095262993 42
1.248 -660.790216005615 42
1.249 -662.997186373862 42
1.250 -665.116479744116 42
1.251 -667.214321803582 42
1.252 -669.483810063754 42
1.253 -672.037112187039 42
1.254 -673.945570747503 42
1.255 -675.385097161119 42
1.256 -677.200728446965 42
1.257 -679.213978062375 42
1.258 -681.383609977801 42
1.259 -683.675664558269 42
1.260 -686.091181617211 42
1.261 -688.625497097858 42
1.262 -691.285827493183 42
1.263 -693.645087158573 42
1.264 -696.345378568172 42
1.265 -699.330362992222 42
1.266 -702.552570841975 42
1.267 -705.908846747267 42
1.268 -709.300205806857 42
1.269 -712.729647825317 42
1.270 -716.193018748506 42
1.271 -719.688862139716 42
1.272 -723.216167168275 42
1.273 -726.760638325824 42
1.274 -730.326913625295 42
1.275 -733.964442479641 42
1.276 -737.426598224009 42
1.277 -740.680022594218 42
1.278 -743.91924826254 42
1.279 -747.158150276377 42
1.280 -750.411794469268 42
1.281 -753.679895127788 42
1.282 -756.961240500273 42
1.283 -760.255690333381 42
1.284 -763.565061890042 42
1.285 -766.89188719381 42
1.286 -770.229037287145 42
1.287 -773.576509196517 42
1.288 -776.934296896537 42
1.289 -780.302421397033 42
1.290 -783.680621079891 42
1.291 -787.067988052228 42
1.292 -790.464519156413 42
1.293 -793.907544638602 42
1.294 -797.356915543753 42
1.295 -800.808924427297 42
1.296 -804.256834760846 42
1.297 -807.703439552943 42
1.298 -811.148374301828 42
1.299 -814.590331489555 42
1.300 -818.029362601094 42
1.301 -821.465636320018 42
1.302 -824.898818470253 42
1.303 -828.333570297716 42
1.304 -831.76832212518 42
1.305 -835.178134982965 42
1.306 -838.773162935189 42
1.307 -842.579825424959 1
1.308 -846.38648791473 1
2.0 0 NaN
2.1 -3.70735105562921 2
2.2 -7.41470211125842 2
2.3 -11.1220531668876 2
2.4 -14.8294042225168 2
