key prob_value origin
0.0 0 NaN
0.1 -1.6094379124341 0
0.2 -3.2188758248682 0
0.3 -4.8283137373023 0
0.4 -6.4377516497364 0
0.5 -8.0471895621705 0
0.6 -9.6566274746046 0
0.7 -11.2660653870387 0
0.8 -12.8755032994728 0
0.9 -14.4849412119069 0
0.10 -16.094379124341 0
0.11 -17.7038170367751 0
0.12 -19.3132549492092 0
0.13 -20.9226928616433 0
0.14 -22.5321307740774 0
0.15 -24.1415686865115 0
0.16 -25.7510065989456 0
0.17 -27.3604445113797 0
0.18 -28.9698824238138 0
0.19 -30.5793203362479 0
0.20 -32.188758248682 0
0.21 -33.7981961611161 0
0.22 -35.4076340735502 0
0.23 -37.0170719859843 0
0.24 -38.6265098984184 0
0.25 -40.2359478108525 0
0.26 -41.8453857232866 0
0.27 -43.4548236357207 0
0.28 -45.0642615481548 0
0.29 -46.6736994605889 0
0.30 -48.2125662408678 0
0.31 -49.6855155622948 0
0.32 -51.0966251292283 0
0.33 -52.4494974025643 0
0.34 -53.7473381268178 0
0.35 -54.9930184560262 0
0.36 -56.22059347705 0
0.37 -57.4303851711429 0
0.38 -58.6410491412845 0
0.39 -59.8525861490048 0
0.40 -61.0649969571644 0
0.41 -62.2782823299583 0
0.42 -63.4924430329193 0
0.43 -64.7074798329217 0
0.44 -65.9233934981846 0
0.45 -67.1401847982755 0
0.46 -68.3578545041139 0
0.47 -69.576403387975 0
0.48 -70.795832223493 0
0.49 -72.0161417856647 0
0.50 -73.2373328508534 0
0.51 -74.4594061967923 0
0.52 -75.6823626025882 0
0.53 -76.9062028487251 0
0.54 -78.1309277170677 0
0.55 -79.3565379908656 0
0.56 -80.5830344547562 0
0.57 -81.810417894769 0
0.58 -83.0386890983293 0
0.59 -84.2678488542614 0
0.60 -85.5685807632477 0
0.61 -86.9464050287464 0
0.62 -88.4077650780231 0
0.63 -89.9651474879156 0
0.64 -91.6289785198613 0
0.65 -93.4118620204913 0
0.66 -95.2676014084107 0
0.67 -97.2019247169956 0
0.68 -99.1797601890969 0
0.69 -101.189839701642 0
0.70 -103.246384243735 0
0.71 -105.351589388317 0
0.72 -107.491780863568 0
0.73 -109.661922077129 0
0.74 -111.855038168236 0
0.75 -114.071669419129 0
0.76 -116.346467892542 0
0.77 -118.683027115333 0
0.78 -121.085414032846 0
0.79 -123.558159040714 0
0.80 -126.106589592761 0
0.81 -128.734038665663 0
0.82 -131.441744835241 0
0.83 -134.236715809901 0
0.84 -137.127301162879 0
0.85 -140.139089517635 0
0.86 -143.288823620808 0
0.87 -146.598624688439 0
0.88 -150.099089359758 0
0.89 -153.835342602827 0
0.90 -157.615248625116 0
0.91 -161.440800317881 0
0.92 -165.314181277291 0
0.93 -169.088799120644 0
0.94 -172.605374923135 0
0.95 -176.002164831491 0
0.96 -179.301564448293 0
0.97 -182.512222560792 0
0.98 -185.644683032736 0
0.99 -188.81164019322 0
0.100 -191.899190224855 0
0.101 -194.984130041259 0
0.102 -198.115687667103 0
0.103 -201.311972315338 0
0.104 -204.604632111669 0
0.105 -208.002115205822 0
0.106 -211.342210700259 0
0.107 -214.664583116162 0
0.108 -217.985186573617 0
0.109 -221.275110156421 0
0.110 -224.535267168728 0
0.111 -227.760727077137 0
