key prob_value origin
0.0 0 NaN
0.1 -4.36329303452197 0
0.2 -8.71398636276675 0
0.3 -13.0489011133725 0
0.4 -17.3740823563062 0
0.5 -21.6928204875716 0
0.6 -26.0069809406112 0
0.7 -30.3177161628297 0
0.8 -34.6257884112258 0
0.9 -38.9316220360697 0
0.10 -43.2348925256653 0
0.11 -47.5393469517845 0
0.12 -51.8448046900252 0
0.13 -56.1511232120119 0
0.14 -60.3161820420042 0
0.15 -64.3718701613102 0
0.16 -68.3400369841252 0
0.17 -72.1605288011446 0
0.18 -75.8651235093942 0
0.19 -79.4757769273984 0
0.20 -83.0084278513163 0
0.21 -86.4750893713149 0
0.22 -89.8850792149922 0
0.23 -93.2622933123737 0
0.24 -96.6096529753996 0
0.25 -99.9299413843688 0
0.26 -103.225800509712 0
0.27 -106.499494862034 0
0.28 -109.752914713184 0
0.29 -112.987775685132 0
0.30 -116.183352857874 0
0.31 -119.320151491557 0
0.32 -122.402781630387 0
0.33 -125.443970503576 0
0.34 -128.44524683923 0
0.35 -131.408519340052 0
0.36 -134.332712686874 0
0.37 -137.218774477792 0
0.38 -140.069020792763 0
0.39 -142.89009290306 0
0.40 -145.684391770567 0
0.41 -148.453162801815 0
0.42 -151.194055853088 0
0.43 -153.90366147842 0
0.44 -156.598080406527 0
0.45 -159.282442682941 0
0.46 -161.958815671728 0
0.47 -164.644256284707 0
0.48 -167.342278862043 0
0.49 -170.051623614269 0
0.50 -172.771515568564 0
0.51 -175.50206687358 0
0.52 -178.243393135336 0
0.53 -180.98532960079 0
0.54 -183.716978113848 0
0.55 -186.43864743934 0
0.56 -189.150436369337 0
0.57 -191.852449182541 0
0.58 -194.545043133151 0
0.59 -197.228306014996 0
0.60 -199.902182325314 0
0.61 -202.580207484548 0
0.62 -205.261737952802 0
0.63 -207.940053206522 0
0.64 -210.582231972621 0
0.65 -213.189256642903 0
0.66 -215.767395625672 0
0.67 -218.317940949569 0
0.68 -220.840977265699 0
0.69 -223.333339956282 0
0.70 -225.794854837114 0
0.71 -228.2258504276 0
0.72 -230.629355809755 0
0.73 -233.015295995459 0
0.74 -235.383932833344 0
0.75 -237.732069632966 0
0.76 -240.058735267492 0
0.77 -242.362293390293 0
0.78 -244.641009225591 0
0.79 -246.882903727992 0
0.80 -249.089763130671 0
0.81 -251.262773456608 0
0.82 -253.391418265901 0
0.83 -255.479229881701 0
0.84 -257.566515741816 0
0.85 -259.651417155194 0
0.86 -261.733862250695 0
0.87 -263.815252828517 0
0.88 -265.895465347591 0
0.89 -267.97449569315 0
0.90 -270.05199729509 0
0.91 -272.118608645918 0
0.92 -274.173232059611 0
0.93 -276.216009546081 0
0.94 -278.275591170996 0
0.95 -280.352279447845 0
0.96 -282.444161280248 0
0.97 -284.551512902984 0
0.98 -286.674574923848 0
0.99 -288.813598104252 0
0.100 -290.968853992252 0
0.101 -293.14061044263 0
0.102 -295.328619810267 0
0.103 -297.52778097124 0
0.104 -299.735827345766 0
0.105 -301.952838589149 0
0.106 -304.178966384786 0
0.107 -306.414294011669 0
0.108 -308.658939810097 0
0.109 -310.934778020889 0
0.110 -313.239816317433 0
0.111 -315.560335639439 0
0.112 -317.911903549415 0
0.113 -320.297629884012 0
0.114 -322.606383367262 0
0.115 -324.861398008279 0
0.116 -327.094530523072 0
0.117 -329.247130669231 0
0.118 -331.364629049327 0
0.119 -333.472130376344 0
0.120 -335.585430698999 0
0.121 -337.719903806223 0
0.122 -339.883550588906 0
0.123 -342.080486652027 0
0.124 -344.300645020753 0
0.125 -346.545583918704 0
0.126 -348.816762587287 0
0.127 -351.114968542466 0
0.128 -353.44108683296 0
0.129 -355.795969881879 0
0.130 -358.180480301321 0
0.131 -360.595536620514 0
0.132 -363.04278798167 0
0.133 -365.52356351093 0
0.134 -368.042276320686 0
0.135 -370.600426696559 0
0.136 -373.199532628617 0
0.137 -375.841344505699 0
0.138 -378.527717203164 0
0.139 -381.247905726129 0
0.140 -384.007907831259 0
0.141 -386.833095194846 0
0.142 -389.72629741541 0
0.143 -392.688716092982 0
0.144 -395.868398544625 0
1.0 0 NaN
1.1 -4.36329303452197 1
1.2 -8.71398636276675 1
1.3 -13.0489011133725 1
1.4 -17.3740823563062 1
1.5 -21.6928204875716 1
1.6 -26.0069809406112 1
1.7 -30.3177161628297 1
1.8 -34.6257884112258 1
1.9 -38.9316220360697 1
1.10 -43.2348925256653 1
1.11 -47.5393469517845 1
1.12 -51.8448046900252 1
1.13 -56.1511232120119 1
1.14 -60.3161820420042 1
1.15 -64.3718701613102 1
1.16 -68.3400369841252 1
1.17 -72.1605288011446 1
1.18 -75.8651235093942 1
1.19 -79.4757769273984 1
1.20 -83.0084278513163 1
1.21 -86.4750893713149 1
1.22 -89.8850792149922 1
1.23 -93.2622933123737 1
1.24 -96.6096529753996 1
1.25 -99.9299413843688 1
1.26 -103.225800509712 1
1.27 -106.499494862034 1
1.28 -109.752914713184 1
1.29 -112.987775685132 1
1.30 -116.183352857874 1
1.31 -119.320151491557 1
1.32 -122.402781630387 1
1.33 -125.443970503576 1
1.34 -128.44524683923 1
